0.2103940000D+01 -.3969560000D+03 -.4889600000D+01 -.3409010000D+01 0.1792940000D+02 0.2167430000D+03 0.5000000000D+01 0.5000000000D+01 0.8000000000D+00 -.8241860000D+01 0.2019480000D+02 0.2657820000D+02 0.4159140000D+01 0.2826280000D+00 0.5000000000D-01 0.6980742684D+00 -.6041424517D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.4349040000D+01 0.1363760000D+04 0.5605720000D+01 -.2766710000D+02 -.1960810000D+01 0.2065340000D+03 0.5000000000D+01 0.5000000000D+01 0.7000000000D+00 -.2760910000D+02 -.5976390000D+01 0.1175730000D+02 0.2655890000D+01 0.3718980000D+00 0.6000000000D-01 0.6980275076D+00 -.5913839697D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.7051910000D+01 -.1208230000D+03 -.6730890000D+01 -.3821780000D+02 0.1452920000D+02 0.2158900000D+03 0.5000000000D+01 0.5000000000D+01 0.1300000000D+01 -.2994520000D+02 0.2506240000D+02 0.2200880000D+02 0.7993800000D+01 0.3184390000D+00 0.1100000000D+00 0.6980079216D+00 -.6021414956D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
-.9322820000D+01 0.3404150000D+02 -.7502860000D+01 -.1746570000D+02 0.6701200000D+01 0.1972450000D+03 0.5000000000D+01 0.5000000000D+01 0.8000000000D+00 -.1209070000D+02 0.4558550000D+01 0.6045100000D+01 0.2751900000D+01 0.3326270000D+00 0.2000000000D-01 0.6979914658D+00 -.6010192894D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 2
0.4509340000D+01 -.1564950000D+03 -.1172080000D+02 -.2929210000D+02 0.1184830000D+02 0.1971140000D+03 0.5000000000D+01 0.5000000000D+01 0.1100000000D+01 -.2932480000D+02 0.1775600000D+02 0.9051060000D+01 0.1271210000D+01 0.3281490000D+00 0.3000000000D-01 0.6980916988D+00 -.6023999881D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.8935790000D+01 0.3994930000D+02 0.1075100000D+02 -.1324810000D+01 -.4595300000D+02 0.2067240000D+03 0.5000000000D+01 0.5000000000D+01 0.3500000000D+01 -.8215680000D+01 -.4094030000D+02 0.2594830000D+02 0.0000000000D+00 0.1583320000D+00 0.1400000000D+00 0.6981237745D+00 -.6009764792D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.1106360000D+02 -.2207160000D+02 -.9151330000D+01 0.1738060000D+01 0.7321550000D+01 0.1870490000D+03 0.5000000000D+01 0.5000000000D+01 0.7000000000D+00 -.2111090000D-02 0.3104340000D+00 0.5770980000D+00 0.0000000000D+00 0.2931280000D+00 0.2000000000D-01 0.6979788514D+00 -.6014259060D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.9984920000D+01 -.1295620000D+03 -.1172440000D+02 -.1090850000D+02 -.5357590000D+01 0.1868230000D+03 0.5000000000D+01 0.5000000000D+01 0.4600000000D+01 -.4790330000D+01 -.3306040000D+01 -.2054200000D+01 0.0000000000D+00 0.2546030000D+00 0.9000000000D-01 0.6981313769D+00 -.6022048217D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
0.1561710000D+02 0.2208190000D+02 -.2248580000D+01 0.4290050000D+01 -.1086220000D+02 0.1873660000D+03 0.5000000000D+01 0.5000000000D+01 0.1800000000D+01 0.1451170000D+01 -.2446400000D+01 0.1372490000D+01 0.1077090000D+01 0.2064090000D+00 0.3000000000D-01 0.6981721898D+00 -.6011059531D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
-.2830430000D+01 0.1497390000D+03 0.1595880000D+02 0.8982190000D+01 -.1558350000D+02 0.1863590000D+03 0.5000000000D+01 0.5000000000D+01 0.1300000000D+01 0.1647290000D+01 -.1411940000D+02 -.5019280000D+00 0.0000000000D+00 0.1175890000D+00 0.2800000000D+00 0.6980385121D+00 -.6001809021D+00 0.6980590224D+00 -.6012659669D+00 0.1000000000D+01 1
